date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:43	48184/48184	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202016%2014:11:56%20GMT	http://coderthemes.com/adminto_1.2/dark/index.html	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/index.html	(from )
13:03:43	177/177	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2031%20May%202016%2008:04:31%20GMT	http://coderthemes.com/robots.txt		(from )
13:03:44	5430/5430	---M-Z	200	added ('OK')	image/x-icon	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/images/favicon.ico	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/images/favicon.ico	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:44	433/433	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/plugins/morris/morris.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/plugins/morris/morris.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:45	121260/121260	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/bootstrap.min.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:45	26672/26672	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/core.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/core.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:48	32606/32606	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/components.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/components.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:49	135307/135307	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/icons.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/icons.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:49	54890/54890	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/pages.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/pages.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:49	13484/13484	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/menu.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/menu.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
13:03:50	4379/4379	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202016%2014:11:55%20GMT	http://coderthemes.com/adminto_1.2/dark/assets/css/responsive.css	C:/My%20Web%20Sites/AdminDashboard/coderthemes.com/adminto_1.2/dark/assets/css/responsive.css	(from http://coderthemes.com/adminto_1.2/dark/index.html)
